Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%)
JOB_988,2024-01-01 16:27:00,2024-01-01 16:27:00,44.79,1321,2092,0.8,458,IoT,4676,217.78,High,Round Robin,Dynamic,1.26
JOB_989,2024-01-01 16:28:00,2024-01-01 16:28:00,29.71,662,4376,1.63,408,Enterprise DB,4162,927.06,Medium,Priority-Based,Dynamic,4.78
JOB_990,2024-01-01 16:29:00,2024-01-01 16:29:00,75.53,4239,3991,3.46,605,Enterprise DB,2815,696.55,Low,Priority-Based,Dynamic,4.01
JOB_991,2024-01-01 16:30:00,2024-01-01 16:30:00,73.95,7157,4842,4.72,223,Enterprise DB,4615,674.81,Medium,Round Robin,Static,3.28
JOB_992,2024-01-01 16:31:00,2024-01-01 16:31:00,65.58,2897,4056,1.65,555,Social Media,4956,472.62,High,FCFS,Static,3.06
JOB_993,2024-01-01 16:32:00,2024-01-01 16:32:00,31.77,2432,2792,1.64,571,IoT,604,382.93,Medium,FCFS,Dynamic,1.8
JOB_994,2024-01-01 16:33:00,2024-01-01 16:33:00,57.22,3228,3118,7.4,298,Enterprise DB,2190,560.13,High,Round Robin,Static,3.21
JOB_995,2024-01-01 16:34:00,2024-01-01 16:34:00,38.88,4035,2124,5.91,850,Social Media,2728,129.36,Medium,ASB-Dynamic-CapsNet,Static,3.63
JOB_996,2024-01-01 16:35:00,2024-01-01 16:35:00,17.33,6446,4531,5.57,268,Enterprise DB,4966,460.17,High,Round Robin,Static,0.16
JOB_997,2024-01-01 16:36:00,2024-01-01 16:36:00,83.39,6456,1625,4.8,267,Cloud,633,460.81,Low,Priority-Based,Dynamic,0.59
JOB_998,2024-01-01 16:37:00,2024-01-01 16:37:00,20.95,3946,1378,9.78,397,Social Media,4991,542.95,High,Priority-Based,Dynamic,1.58
JOB_999,2024-01-01 16:38:00,2024-01-01 16:38:00,86.02,5711,613,0.97,793,Enterprise DB,2046,638.34,Medium,ASB-Dynamic-CapsNet,Dynamic,1.62
JOB_1000,2024-01-01 16:39:00,2024-01-01 16:39:00,45.68,6824,4437,2.22,703,Enterprise DB,891,957.75,Low,Priority-Based,Dynamic,4.5
JOB_1001,2024-01-01 16:40:00,2024-01-01 16:40:00,24.81,3290,1833,6.65,554,Cloud,2425,655.65,Medium,FCFS,Static,3.42
JOB_1002,2024-01-01 16:41:00,2024-01-01 16:41:00,53.35,7968,3470,1.8,274,Cloud,4088,884.89,Medium,ASB-Dynamic-CapsNet,Dynamic,1.87
JOB_1003,2024-01-01 16:42:00,2024-01-01 16:42:00,79.84,3207,4021,6.1,322,Enterprise DB,1854,560.74,High,ASB-Dynamic-CapsNet,Dynamic,4.05
JOB_1004,2024-01-01 16:43:00,2024-01-01 16:43:00,68.58,7856,2600,5.89,49,Enterprise DB,779,630.66,High,ASB-Dynamic-CapsNet,Dynamic,1.62
JOB_1005,2024-01-01 16:44:00,2024-01-01 16:44:00,74.52,6478,3564,9.72,829,IoT,4399,79.14,Medium,FCFS,Static,4.95
JOB_1006,2024-01-01 16:45:00,2024-01-01 16:45:00,62.7,4433,2359,8.89,219,Enterprise DB,1513,141.93,High,Priority-Based,Static,3.91
JOB_1007,2024-01-01 16:46:00,2024-01-01 16:46:00,65.38,3885,4863,9.48,281,Enterprise DB,4996,583.87,Medium,Round Robin,Static,4.04
JOB_1008,2024-01-01 16:47:00,2024-01-01 16:47:00,77.94,7136,4789,1.58,145,IoT,2217,401.76,High,Priority-Based,Dynamic,1.3
JOB_1009,2024-01-01 16:48:00,2024-01-01 16:48:00,29.97,1422,2759,8.75,608,IoT,4967,800.82,High,Round Robin,Dynamic,0.73
JOB_1010,2024-01-01 16:49:00,2024-01-01 16:49:00,49.15,2675,355,1.73,69,Enterprise DB,1622,547.75,Medium,ASB-Dynamic-CapsNet,Static,1.95
JOB_1011,2024-01-01 16:50:00,2024-01-01 16:50:00,27.7,6045,1602,6.51,519,IoT,1443,883.47,Low,Round Robin,Static,1.67
JOB_1012,2024-01-01 16:51:00,2024-01-01 16:51:00,89.01,2082,4756,7.34,685,Social Media,306,972.61,High,Priority-Based,Static,3.85
JOB_1013,2024-01-01 16:52:00,2024-01-01 16:52:00,85.52,1064,2210,2.03,524,Cloud,177,156.16,Medium,FCFS,Dynamic,0.87
JOB_1014,2024-01-01 16:53:00,2024-01-01 16:53:00,13.15,3758,506,6.51,24,Social Media,1432,400.88,Low,Priority-Based,Dynamic,2.64
JOB_1015,2024-01-01 16:54:00,2024-01-01 16:54:00,66.45,3097,2949,1.0,623,Cloud,3778,668.33,High,FCFS,Static,3.14
JOB_1016,2024-01-01 16:55:00,2024-01-01 16:55:00,84.02,3000,3276,3.29,264,Cloud,4701,312.43,High,FCFS,Static,1.93
JOB_1017,2024-01-01 16:56:00,2024-01-01 16:56:00,24.45,5066,1960,9.25,746,Enterprise DB,2750,274.36,Medium,FCFS,Static,1.0
JOB_1018,2024-01-01 16:57:00,2024-01-01 16:57:00,55.44,1487,4454,2.13,731,Cloud,3197,815.6,High,Round Robin,Dynamic,4.48
JOB_1019,2024-01-01 16:58:00,2024-01-01 16:58:00,83.24,7381,822,1.12,544,Social Media,2255,980.57,Medium,ASB-Dynamic-CapsNet,Dynamic,0.69
JOB_1020,2024-01-01 16:59:00,2024-01-01 16:59:00,12.72,4136,1382,4.71,244,Enterprise DB,4230,776.07,Medium,ASB-Dynamic-CapsNet,Static,1.52
JOB_1021,2024-01-01 17:00:00,2024-01-01 17:00:00,65.79,6530,713,8.58,140,IoT,371,528.44,High,ASB-Dynamic-CapsNet,Static,3.78
JOB_1022,2024-01-01 17:01:00,2024-01-01 17:01:00,33.79,723,3431,1.23,679,Social Media,2406,448.09,Low,FCFS,Dynamic,3.03
JOB_1023,2024-01-01 17:02:00,2024-01-01 17:02:00,83.95,6797,3216,3.88,694,Enterprise DB,4429,544.25,High,Round Robin,Static,3.65
JOB_1024,2024-01-01 17:03:00,2024-01-01 17:03:00,87.68,7203,2078,9.05,26,Cloud,3163,468.21,Low,Round Robin,Dynamic,4.04
JOB_1025,2024-01-01 17:04:00,2024-01-01 17:04:00,85.54,850,912,1.62,891,Social Media,1967,507.86,High,Round Robin,Dynamic,4.48
JOB_1026,2024-01-01 17:05:00,2024-01-01 17:05:00,47.94,7814,1886,3.45,963,Cloud,4006,211.42,Low,Priority-Based,Static,1.52
JOB_1027,2024-01-01 17:06:00,2024-01-01 17:06:00,78.96,2428,430,7.89,835,Enterprise DB,4759,904.7,High,Round Robin,Dynamic,2.37
JOB_1028,2024-01-01 17:07:00,2024-01-01 17:07:00,77.56,848,2312,5.66,887,Enterprise DB,2746,756.99,Low,Round Robin,Dynamic,3.44
JOB_1029,2024-01-01 17:08:00,2024-01-01 17:08:00,35.53,4777,1316,8.41,194,IoT,1566,684.17,Low,Round Robin,Dynamic,3.97
JOB_1030,2024-01-01 17:09:00,2024-01-01 17:09:00,76.31,5232,4582,1.56,400,IoT,3343,950.43,High,ASB-Dynamic-CapsNet,Dynamic,2.89
JOB_1031,2024-01-01 17:10:00,2024-01-01 17:10:00,12.96,1517,3437,9.25,432,Social Media,4374,291.55,High,FCFS,Dynamic,2.57
JOB_1032,2024-01-01 17:11:00,2024-01-01 17:11:00,57.7,2726,2475,9.38,855,IoT,3095,90.35,Medium,Priority-Based,Dynamic,3.46
JOB_1033,2024-01-01 17:12:00,2024-01-01 17:12:00,28.4,7706,1340,1.98,451,Cloud,168,827.88,Low,ASB-Dynamic-CapsNet,Static,1.91
JOB_1034,2024-01-01 17:13:00,2024-01-01 17:13:00,19.65,5367,419,0.82,705,Cloud,2421,998.43,High,Round Robin,Dynamic,4.47
JOB_1035,2024-01-01 17:14:00,2024-01-01 17:14:00,16.16,7537,4594,9.9,664,IoT,4465,582.65,Medium,FCFS,Dynamic,1.06
JOB_1036,2024-01-01 17:15:00,2024-01-01 17:15:00,65.7,7670,2014,5.08,565,IoT,3968,68.22,High,FCFS,Dynamic,4.42
JOB_1037,2024-01-01 17:16:00,2024-01-01 17:16:00,37.19,5611,4300,5.93,21,IoT,3310,782.66,Low,FCFS,Dynamic,3.22
JOB_1038,2024-01-01 17:17:00,2024-01-01 17:17:00,67.98,6707,4891,6.35,529,Social Media,2635,83.01,High,FCFS,Dynamic,3.0
JOB_1039,2024-01-01 17:18:00,2024-01-01 17:18:00,15.23,4624,429,8.0,89,Social Media,4846,544.61,High,Round Robin,Static,2.35
JOB_1040,2024-01-01 17:19:00,2024-01-01 17:19:00,35.22,2919,759,8.21,818,Cloud,2491,284.76,Medium,Priority-Based,Dynamic,0.77
JOB_1041,2024-01-01 17:20:00,2024-01-01 17:20:00,53.16,6740,3788,2.34,683,Social Media,2749,915.88,High,Round Robin,Dynamic,4.32
JOB_1042,2024-01-01 17:21:00,2024-01-01 17:21:00,73.26,2393,3218,2.75,311,Social Media,1067,456.82,Medium,FCFS,Static,0.26
JOB_1043,2024-01-01 17:22:00,2024-01-01 17:22:00,35.5,6061,2072,8.83,225,Enterprise DB,4551,899.48,Low,Round Robin,Dynamic,1.35
JOB_1044,2024-01-01 17:23:00,2024-01-01 17:23:00,60.07,5822,1893,8.29,257,Cloud,3097,306.09,Low,FCFS,Static,0.55
JOB_1045,2024-01-01 17:24:00,2024-01-01 17:24:00,80.88,3540,3318,6.37,550,Cloud,2118,393.49,High,Round Robin,Static,0.53
JOB_1046,2024-01-01 17:25:00,2024-01-01 17:25:00,59.27,2568,4657,9.95,281,IoT,3715,947.65,Medium,Priority-Based,Dynamic,1.95
JOB_1047,2024-01-01 17:26:00,2024-01-01 17:26:00,28.64,7378,2633,7.48,142,Enterprise DB,4300,209.3,Low,FCFS,Static,0.8
JOB_1048,2024-01-01 17:27:00,2024-01-01 17:27:00,11.95,1625,2557,2.55,14,IoT,4704,582.72,High,Round Robin,Static,2.91
JOB_1049,2024-01-01 17:28:00,2024-01-01 17:28:00,79.61,3617,3200,8.54,765,Social Media,243,394.63,High,ASB-Dynamic-CapsNet,Dynamic,3.14
JOB_1050,2024-01-01 17:29:00,2024-01-01 17:29:00,11.7,4661,4466,4.44,551,Cloud,2496,776.43,High,Priority-Based,Dynamic,4.41
JOB_1051,2024-01-01 17:30:00,2024-01-01 17:30:00,79.98,7246,2833,0.84,638,Social Media,1449,138.0,High,ASB-Dynamic-CapsNet,Static,1.5
JOB_1052,2024-01-01 17:31:00,2024-01-01 17:31:00,52.31,7831,4580,3.55,699,Social Media,2569,442.84,High,Round Robin,Static,1.55
JOB_1053,2024-01-01 17:32:00,2024-01-01 17:32:00,85.13,4542,4255,7.75,782,Enterprise DB,3977,701.94,Medium,Priority-Based,Dynamic,1.23
JOB_1054,2024-01-01 17:33:00,2024-01-01 17:33:00,73.9,5730,319,9.62,756,Enterprise DB,3737,412.95,High,Priority-Based,Dynamic,3.91
JOB_1055,2024-01-01 17:34:00,2024-01-01 17:34:00,89.83,4933,2918,3.12,150,Cloud,4947,67.95,High,Priority-Based,Dynamic,2.14
JOB_1056,2024-01-01 17:35:00,2024-01-01 17:35:00,38.06,2670,2006,2.84,492,Cloud,602,708.06,High,Round Robin,Dynamic,2.76
JOB_1057,2024-01-01 17:36:00,2024-01-01 17:36:00,71.38,6324,2711,5.85,314,Enterprise DB,779,508.17,High,Priority-Based,Dynamic,1.87
JOB_1058,2024-01-01 17:37:00,2024-01-01 17:37:00,42.15,946,2693,8.21,354,Enterprise DB,2610,21.2,High,Priority-Based,Static,0.78
JOB_1059,2024-01-01 17:38:00,2024-01-01 17:38:00,48.39,3158,195,7.59,571,Enterprise DB,4047,616.53,High,ASB-Dynamic-CapsNet,Static,0.51
JOB_1060,2024-01-01 17:39:00,2024-01-01 17:39:00,60.2,3862,1088,5.82,279,Enterprise DB,4316,920.68,High,Round Robin,Static,4.34
JOB_1061,2024-01-01 17:40:00,2024-01-01 17:40:00,79.89,3218,1212,6.5,117,Cloud,4995,119.92,Low,FCFS,Static,1.33
JOB_1062,2024-01-01 17:41:00,2024-01-01 17:41:00,88.73,3983,2378,2.8,567,Cloud,843,594.76,Low,Round Robin,Dynamic,4.71
JOB_1063,2024-01-01 17:42:00,2024-01-01 17:42:00,71.46,7258,345,4.61,483,Social Media,174,731.38,High,Round Robin,Static,4.74
JOB_1064,2024-01-01 17:43:00,2024-01-01 17:43:00,43.42,3444,2258,2.93,91,Social Media,224,80.07,Medium,Priority-Based,Static,2.39
JOB_1065,2024-01-01 17:44:00,2024-01-01 17:44:00,43.71,4876,4429,8.9,647,Social Media,2601,32.39,High,ASB-Dynamic-CapsNet,Static,4.79
JOB_1066,2024-01-01 17:45:00,2024-01-01 17:45:00,69.01,7710,3449,1.57,93,Cloud,3898,469.55,Medium,ASB-Dynamic-CapsNet,Dynamic,0.14
JOB_1067,2024-01-01 17:46:00,2024-01-01 17:46:00,29.1,1095,2825,6.96,299,IoT,3506,793.27,Medium,Round Robin,Dynamic,0.46
JOB_1068,2024-01-01 17:47:00,2024-01-01 17:47:00,18.84,2486,4177,2.97,80,Social Media,2808,169.11,Medium,FCFS,Dynamic,1.22
JOB_1069,2024-01-01 17:48:00,2024-01-01 17:48:00,38.37,3250,4998,5.02,184,IoT,3889,838.27,Medium,Round Robin,Dynamic,1.05
JOB_1070,2024-01-01 17:49:00,2024-01-01 17:49:00,32.98,1574,2766,3.34,837,IoT,3805,660.01,Medium,FCFS,Static,1.26
JOB_1071,2024-01-01 17:50:00,2024-01-01 17:50:00,33.7,4469,3299,3.57,851,IoT,3692,338.85,Low,FCFS,Static,2.26
JOB_1072,2024-01-01 17:51:00,2024-01-01 17:51:00,28.69,4805,2854,2.97,472,Enterprise DB,4251,520.67,High,Round Robin,Static,0.31
JOB_1073,2024-01-01 17:52:00,2024-01-01 17:52:00,13.37,4721,1517,7.65,858,Cloud,2020,965.92,Low,Priority-Based,Static,2.78
JOB_1074,2024-01-01 17:53:00,2024-01-01 17:53:00,11.43,5087,754,3.97,404,Cloud,1710,224.27,Low,Priority-Based,Static,1.55
JOB_1075,2024-01-01 17:54:00,2024-01-01 17:54:00,89.02,4080,2542,7.4,875,Social Media,2625,504.54,High,FCFS,Static,0.36
JOB_1076,2024-01-01 17:55:00,2024-01-01 17:55:00,44.22,3507,210,4.83,100,Social Media,87,628.24,Low,ASB-Dynamic-CapsNet,Static,3.77
JOB_1077,2024-01-01 17:56:00,2024-01-01 17:56:00,40.75,1469,189,5.7,478,Cloud,4540,146.63,High,Priority-Based,Static,3.27
JOB_1078,2024-01-01 17:57:00,2024-01-01 17:57:00,64.37,1080,862,5.66,872,Enterprise DB,2574,53.09,High,Priority-Based,Dynamic,3.97
JOB_1079,2024-01-01 17:58:00,2024-01-01 17:58:00,27.46,3324,3272,9.77,443,Cloud,4867,23.33,High,FCFS,Static,4.7
JOB_1080,2024-01-01 17:59:00,2024-01-01 17:59:00,86.0,6901,2279,3.99,258,IoT,3626,331.45,High,FCFS,Static,2.93
JOB_1081,2024-01-01 18:00:00,2024-01-01 18:00:00,72.91,4501,2604,2.47,653,Cloud,1358,83.21,Medium,FCFS,Dynamic,3.93
JOB_1082,2024-01-01 18:01:00,2024-01-01 18:01:00,17.15,1711,1564,9.16,690,Enterprise DB,3585,805.73,Medium,Priority-Based,Static,1.0
JOB_1083,2024-01-01 18:02:00,2024-01-01 18:02:00,43.41,729,197,2.16,964,Cloud,4510,997.35,Low,Priority-Based,Static,2.05
JOB_1084,2024-01-01 18:03:00,2024-01-01 18:03:00,80.33,4784,392,8.43,581,Cloud,2278,70.69,High,ASB-Dynamic-CapsNet,Dynamic,2.65
JOB_1085,2024-01-01 18:04:00,2024-01-01 18:04:00,85.58,6653,1939,1.93,890,Cloud,4879,438.4,High,ASB-Dynamic-CapsNet,Dynamic,2.71
JOB_1086,2024-01-01 18:05:00,2024-01-01 18:05:00,47.39,3685,1834,6.76,858,IoT,2973,35.47,High,Round Robin,Static,3.59
JOB_1087,2024-01-01 18:06:00,2024-01-01 18:06:00,59.07,7743,2719,1.93,250,Social Media,3091,142.65,High,FCFS,Dynamic,3.98
JOB_1088,2024-01-01 18:07:00,2024-01-01 18:07:00,23.36,7319,4847,9.27,711,Enterprise DB,2758,329.69,Medium,Priority-Based,Dynamic,3.33
JOB_1089,2024-01-01 18:08:00,2024-01-01 18:08:00,89.29,1001,2296,5.87,505,IoT,4389,399.76,Medium,ASB-Dynamic-CapsNet,Dynamic,0.24
JOB_1090,2024-01-01 18:09:00,2024-01-01 18:09:00,28.53,2632,3566,3.63,349,Cloud,4458,940.39,Medium,FCFS,Dynamic,1.76
JOB_1091,2024-01-01 18:10:00,2024-01-01 18:10:00,85.42,548,2006,1.83,802,Cloud,4221,401.88,Low,FCFS,Static,2.86
JOB_1092,2024-01-01 18:11:00,2024-01-01 18:11:00,61.97,4066,1821,4.03,753,Social Media,4002,501.31,High,Round Robin,Dynamic,2.54
JOB_1093,2024-01-01 18:12:00,2024-01-01 18:12:00,58.62,7481,3791,7.2,480,Social Media,2359,253.13,Medium,FCFS,Dynamic,0.22
JOB_1094,2024-01-01 18:13:00,2024-01-01 18:13:00,51.02,3555,1916,4.16,472,Social Media,280,10.12,Medium,ASB-Dynamic-CapsNet,Static,4.9
JOB_1095,2024-01-01 18:14:00,2024-01-01 18:14:00,28.45,1188,352,2.84,810,IoT,2800,900.34,High,Round Robin,Dynamic,4.78
JOB_1096,2024-01-01 18:15:00,2024-01-01 18:15:00,24.12,886,4327,5.99,284,Enterprise DB,2743,90.9,Medium,Priority-Based,Dynamic,3.87
JOB_1097,2024-01-01 18:16:00,2024-01-01 18:16:00,27.64,1469,3619,4.47,834,Social Media,2854,964.61,High,Round Robin,Dynamic,0.28
JOB_1098,2024-01-01 18:17:00,2024-01-01 18:17:00,24.92,3960,2007,2.08,24,Cloud,891,139.54,High,FCFS,Static,2.15
JOB_1099,2024-01-01 18:18:00,2024-01-01 18:18:00,72.37,1505,2010,1.96,50,Enterprise DB,3633,608.83,Medium,FCFS,Dynamic,2.05
JOB_1100,2024-01-01 18:19:00,2024-01-01 18:19:00,38.01,6861,2621,7.22,974,Cloud,4661,999.42,Low,ASB-Dynamic-CapsNet,Dynamic,2.79
JOB_1101,2024-01-01 18:20:00,2024-01-01 18:20:00,14.63,6320,3949,9.76,217,Cloud,2539,147.08,High,FCFS,Dynamic,0.28
JOB_1102,2024-01-01 18:21:00,2024-01-01 18:21:00,87.53,6600,1158,2.71,69,Enterprise DB,4964,429.7,Low,Priority-Based,Dynamic,2.12
JOB_1103,2024-01-01 18:22:00,2024-01-01 18:22:00,80.7,3552,3638,7.84,374,IoT,3584,782.62,Medium,ASB-Dynamic-CapsNet,Dynamic,3.79
JOB_1104,2024-01-01 18:23:00,2024-01-01 18:23:00,84.22,3917,2422,1.33,249,Enterprise DB,657,41.87,High,FCFS,Dynamic,4.99
JOB_1105,2024-01-01 18:24:00,2024-01-01 18:24:00,89.59,7897,286,4.12,617,Social Media,4668,692.88,High,Priority-Based,Static,2.98
JOB_1106,2024-01-01 18:25:00,2024-01-01 18:25:00,23.91,2802,1048,5.31,799,Enterprise DB,4010,89.57,Medium,ASB-Dynamic-CapsNet,Dynamic,4.7
JOB_1107,2024-01-01 18:26:00,2024-01-01 18:26:00,41.7,2783,2390,3.05,948,Social Media,4307,244.15,Low,FCFS,Static,4.99
JOB_1108,2024-01-01 18:27:00,2024-01-01 18:27:00,70.66,7693,4459,5.53,169,Social Media,2081,168.48,Medium,Priority-Based,Static,2.17
JOB_1109,2024-01-01 18:28:00,2024-01-01 18:28:00,65.68,2107,4717,8.88,406,Enterprise DB,251,908.26,Medium,Priority-Based,Static,3.34
JOB_1110,2024-01-01 18:29:00,2024-01-01 18:29:00,22.31,7928,4978,9.47,943,Enterprise DB,1414,188.65,Medium,Round Robin,Static,1.07
JOB_1111,2024-01-01 18:30:00,2024-01-01 18:30:00,75.27,6385,4730,1.46,803,Social Media,801,50.03,Low,ASB-Dynamic-CapsNet,Dynamic,2.38
JOB_1112,2024-01-01 18:31:00,2024-01-01 18:31:00,27.96,4866,309,3.08,509,Cloud,1255,591.75,High,Round Robin,Dynamic,0.39
JOB_1113,2024-01-01 18:32:00,2024-01-01 18:32:00,27.91,622,2193,9.8,218,Enterprise DB,1370,352.72,High,Priority-Based,Dynamic,0.15
JOB_1114,2024-01-01 18:33:00,2024-01-01 18:33:00,52.96,7299,3638,3.07,142,IoT,3937,411.65,Medium,Round Robin,Dynamic,4.46
JOB_1115,2024-01-01 18:34:00,2024-01-01 18:34:00,57.44,1780,1663,7.08,390,Social Media,1380,127.87,Medium,Round Robin,Dynamic,4.29
JOB_1116,2024-01-01 18:35:00,2024-01-01 18:35:00,56.41,4227,125,2.91,442,Cloud,480,750.75,Low,Round Robin,Dynamic,1.56
JOB_1117,2024-01-01 18:36:00,2024-01-01 18:36:00,17.32,6040,274,3.89,618,Enterprise DB,2215,605.54,Medium,ASB-Dynamic-CapsNet,Static,2.28
JOB_1118,2024-01-01 18:37:00,2024-01-01 18:37:00,80.2,758,1434,2.32,740,Enterprise DB,4733,370.57,Low,FCFS,Dynamic,2.47
JOB_1119,2024-01-01 18:38:00,2024-01-01 18:38:00,31.25,1447,421,8.63,398,Cloud,3167,179.86,Low,Round Robin,Dynamic,2.6
JOB_1120,2024-01-01 18:39:00,2024-01-01 18:39:00,20.36,6690,4250,8.89,592,IoT,2324,597.52,Low,FCFS,Static,0.67
JOB_1121,2024-01-01 18:40:00,2024-01-01 18:40:00,81.1,5458,4147,3.32,441,Social Media,3415,780.81,Medium,ASB-Dynamic-CapsNet,Dynamic,3.88
JOB_1122,2024-01-01 18:41:00,2024-01-01 18:41:00,86.45,1024,3327,8.32,283,Enterprise DB,1313,319.27,High,FCFS,Static,1.74
JOB_1123,2024-01-01 18:42:00,2024-01-01 18:42:00,78.97,1387,1972,3.9,360,IoT,2445,35.6,Low,ASB-Dynamic-CapsNet,Dynamic,0.16
JOB_1124,2024-01-01 18:43:00,2024-01-01 18:43:00,74.76,707,2167,1.44,143,Social Media,4286,222.2,High,FCFS,Dynamic,3.38
JOB_1125,2024-01-01 18:44:00,2024-01-01 18:44:00,62.42,3882,432,7.7,75,IoT,4349,685.57,Low,ASB-Dynamic-CapsNet,Static,4.15
JOB_1126,2024-01-01 18:45:00,2024-01-01 18:45:00,54.07,3294,3091,6.17,648,Social Media,3783,989.21,Medium,Priority-Based,Dynamic,4.59
JOB_1127,2024-01-01 18:46:00,2024-01-01 18:46:00,16.96,648,1010,3.11,214,Social Media,1715,23.24,Low,ASB-Dynamic-CapsNet,Dynamic,3.37
JOB_1128,2024-01-01 18:47:00,2024-01-01 18:47:00,42.68,937,4596,2.9,307,IoT,910,313.09,Low,FCFS,Static,0.96
JOB_1129,2024-01-01 18:48:00,2024-01-01 18:48:00,39.82,2702,1049,9.77,126,Social Media,894,71.4,High,Round Robin,Dynamic,2.95
JOB_1130,2024-01-01 18:49:00,2024-01-01 18:49:00,30.78,4249,2175,8.69,957,Enterprise DB,3092,323.19,Medium,Priority-Based,Dynamic,4.56
JOB_1131,2024-01-01 18:50:00,2024-01-01 18:50:00,67.87,3661,2614,8.19,276,Enterprise DB,3390,411.86,Low,Round Robin,Dynamic,1.75
JOB_1132,2024-01-01 18:51:00,2024-01-01 18:51:00,49.67,6317,3431,1.72,803,IoT,3539,921.65,Medium,FCFS,Dynamic,4.77
JOB_1133,2024-01-01 18:52:00,2024-01-01 18:52:00,16.48,4401,3129,7.67,158,IoT,1988,89.76,High,Round Robin,Static,0.49
JOB_1134,2024-01-01 18:53:00,2024-01-01 18:53:00,27.61,4953,200,2.54,203,Social Media,186,779.36,Medium,Round Robin,Static,3.64
JOB_1135,2024-01-01 18:54:00,2024-01-01 18:54:00,64.66,3745,4746,9.79,689,Social Media,3282,401.58,Medium,ASB-Dynamic-CapsNet,Static,0.6
JOB_1136,2024-01-01 18:55:00,2024-01-01 18:55:00,16.09,5836,2500,0.99,833,IoT,2270,813.15,High,FCFS,Static,3.99
JOB_1137,2024-01-01 18:56:00,2024-01-01 18:56:00,78.1,6526,3471,3.85,895,Cloud,1203,518.27,Low,Round Robin,Static,0.49
JOB_1138,2024-01-01 18:57:00,2024-01-01 18:57:00,49.61,5051,2443,4.57,188,IoT,4224,48.89,Low,Round Robin,Dynamic,1.63
JOB_1139,2024-01-01 18:58:00,2024-01-01 18:58:00,48.45,3323,452,8.33,157,Cloud,1028,946.74,Medium,Round Robin,Dynamic,3.88
JOB_1140,2024-01-01 18:59:00,2024-01-01 18:59:00,57.39,6228,3055,7.78,474,Cloud,618,91.91,Low,FCFS,Static,2.3
JOB_1141,2024-01-01 19:00:00,2024-01-01 19:00:00,75.97,5224,1118,4.06,985,IoT,2960,601.71,High,Priority-Based,Static,4.41
JOB_1142,2024-01-01 19:01:00,2024-01-01 19:01:00,37.82,3770,1279,5.87,578,IoT,2460,878.89,Medium,Round Robin,Dynamic,2.01
JOB_1143,2024-01-01 19:02:00,2024-01-01 19:02:00,64.24,7475,3636,8.44,14,IoT,3456,88.97,Medium,Round Robin,Static,4.97
JOB_1144,2024-01-01 19:03:00,2024-01-01 19:03:00,55.26,985,3750,0.67,535,Cloud,183,558.35,Low,Priority-Based,Static,0.09
JOB_1145,2024-01-01 19:04:00,2024-01-01 19:04:00,31.36,7176,2602,8.12,289,Enterprise DB,2111,826.05,Low,Priority-Based,Dynamic,3.48
JOB_1146,2024-01-01 19:05:00,2024-01-01 19:05:00,80.29,699,3919,9.5,508,Enterprise DB,4428,986.46,Low,Priority-Based,Dynamic,4.58
JOB_1147,2024-01-01 19:06:00,2024-01-01 19:06:00,73.79,4966,1079,0.8,845,IoT,2903,727.08,Medium,Round Robin,Static,2.68
JOB_1148,2024-01-01 19:07:00,2024-01-01 19:07:00,62.68,5609,4934,0.93,445,IoT,3780,285.55,Low,ASB-Dynamic-CapsNet,Static,4.94
JOB_1149,2024-01-01 19:08:00,2024-01-01 19:08:00,78.05,2482,1076,3.77,825,Social Media,3542,702.57,Medium,FCFS,Dynamic,3.54
JOB_1150,2024-01-01 19:09:00,2024-01-01 19:09:00,79.38,7496,1471,1.33,225,Social Media,176,708.71,Low,Round Robin,Static,2.15
JOB_1151,2024-01-01 19:10:00,2024-01-01 19:10:00,66.67,1971,2380,5.05,696,Social Media,1845,702.97,Medium,Priority-Based,Static,2.58
JOB_1152,2024-01-01 19:11:00,2024-01-01 19:11:00,76.96,4843,4676,7.42,837,IoT,1899,855.72,Medium,Priority-Based,Dynamic,4.39
JOB_1153,2024-01-01 19:12:00,2024-01-01 19:12:00,65.8,5383,207,5.89,978,Enterprise DB,4363,96.51,Medium,Priority-Based,Static,4.79
JOB_1154,2024-01-01 19:13:00,2024-01-01 19:13:00,64.41,2811,1072,2.37,524,Enterprise DB,4026,117.34,Low,Priority-Based,Static,2.78
JOB_1155,2024-01-01 19:14:00,2024-01-01 19:14:00,59.49,7725,1726,6.72,896,IoT,4890,644.21,Low,ASB-Dynamic-CapsNet,Static,1.54
JOB_1156,2024-01-01 19:15:00,2024-01-01 19:15:00,70.22,3873,803,7.01,146,IoT,2777,954.34,High,FCFS,Dynamic,1.2
JOB_1157,2024-01-01 19:16:00,2024-01-01 19:16:00,22.69,2578,974,9.36,987,Cloud,3776,471.18,Medium,ASB-Dynamic-CapsNet,Dynamic,2.39
JOB_1158,2024-01-01 19:17:00,2024-01-01 19:17:00,80.47,2021,3909,1.89,621,Cloud,3610,960.96,Low,ASB-Dynamic-CapsNet,Dynamic,1.48
